MALAT1,TMSB4X,B2M,EEF1A1,ACTB,RPLP1,RPS27,MT-CO2,MTRNR2L1,RPS12,RPL10,MTRNR2L12,MT-CO1,RPL41,RPL13,RPS18,MTRNR2L8,TMSB10,RPL28,RPL13A,RPS19,RPL32,RPLP2,RPL21,RPL34,RPS27A,RPS29,RPL39,TPT1,RPS14,RPS6,RPS3,RPS4X,MT-CO3,HLA-B,GAPDH,RPS8,RPS15A,PFN1,RPL30,RPS3A,MT-ATP6,RPS2,RPL19,RPS23,RPL18A,RPL11,RPS28,HLA-A,MT-ND4L,RPL3,MT-ND3,PTMA,RPL37,RPL23A,CCL4,FTL,RPLP0,FTH1,RPS15,RPL12,RPS25,CCL5,RPL9,RPL27A,MT-ND4,JUNB,RPL35A,RPL29,RPS16,RPS24,HSP90AA1,RPL26,ACTG1,RPL8,RPS13,CXCL13,RPL18,RPSA,HLA-C,RPS7,RPL36,RPL15,RPL37A,RPS20,RPL31,RPL6,RPL7A,CD74,GZMB,RPL10A,RPS17,MT-ND2,DNAJB1,RPL14,RPS21,RPL7,RPL35,RPS9,GNLY
54.0,39.0,44.0,51.0,36.0,29.0,38.0,15.0,0.0,38.0,24.0,4.0,11.0,12.0,27.0,26.0,0.0,17.0,15.0,13.0,18.0,27.0,8.0,16.0,26.0,29.0,14.0,14.0,22.0,25.0,13.0,24.0,22.0,12.0,23.0,6.0,14.0,10.0,10.0,25.0,10.0,11.0,10.0,18.0,18.0,17.0,21.0,21.0,13.0,8.0,17.0,6.0,18.0,21.0,7.0,0.0,10.0,8.0,31.0,11.0,8.0,11.0,0.0,9.0,1.0,5.0,17.0,20.0,10.0,11.0,10.0,1.0,1.0,7.0,9.0,12.0,0.0,11.0,5.0,18.0,13.0,17.0,10.0,10.0,2.0,1.0,5.0,13.0,1.0,0.0,7.0,1.0,1.0,0.0,15.0,9.0,3.0,4.0,4.0,0.0
284.0,17.0,47.0,28.0,2.0,28.0,38.0,11.0,0.0,14.0,14.0,0.0,7.0,24.0,15.0,13.0,0.0,3.0,10.0,14.0,9.0,11.0,25.0,19.0,15.0,19.0,14.0,12.0,15.0,15.0,11.0,11.0,10.0,9.0,8.0,2.0,11.0,15.0,2.0,12.0,10.0,6.0,13.0,13.0,9.0,6.0,9.0,13.0,8.0,1.0,7.0,9.0,14.0,11.0,19.0,0.0,18.0,5.0,3.0,12.0,5.0,9.0,4.0,8.0,10.0,5.0,1.0,7.0,2.0,17.0,6.0,1.0,8.0,0.0,2.0,3.0,0.0,9.0,3.0,12.0,7.0,6.0,7.0,6.0,6.0,4.0,7.0,8.0,2.0,0.0,6.0,0.0,12.0,0.0,7.0,4.0,11.0,11.0,7.0,0.0
237.0,25.0,53.0,38.0,7.0,9.0,49.0,5.0,0.0,14.0,32.0,0.0,12.0,39.0,25.0,19.0,0.0,8.0,18.0,32.0,21.0,9.0,24.0,21.0,16.0,9.0,30.0,17.0,10.0,19.0,25.0,18.0,6.0,6.0,16.0,3.0,8.0,26.0,7.0,18.0,12.0,7.0,13.0,13.0,10.0,9.0,13.0,16.0,17.0,0.0,11.0,5.0,18.0,11.0,16.0,0.0,5.0,6.0,5.0,17.0,11.0,18.0,0.0,12.0,19.0,3.0,5.0,11.0,12.0,10.0,10.0,3.0,17.0,1.0,11.0,5.0,0.0,13.0,5.0,15.0,6.0,7.0,15.0,11.0,18.0,8.0,8.0,8.0,2.0,0.0,14.0,0.0,9.0,0.0,9.0,6.0,8.0,8.0,8.0,0.0
486.0,41.0,68.0,54.0,39.0,60.0,81.0,15.0,0.0,48.0,73.0,0.0,37.0,84.0,92.0,63.0,0.0,24.0,19.0,83.0,36.0,62.0,53.0,85.0,69.0,41.0,64.0,41.0,33.0,62.0,56.0,33.0,41.0,13.0,12.0,11.0,30.0,39.0,9.0,32.0,29.0,5.0,56.0,35.0,33.0,57.0,31.0,36.0,7.0,1.0,35.0,13.0,12.0,16.0,32.0,0.0,10.0,17.0,11.0,34.0,26.0,32.0,0.0,23.0,36.0,11.0,8.0,25.0,28.0,29.0,13.0,1.0,31.0,7.0,20.0,33.0,0.0,18.0,17.0,10.0,21.0,24.0,29.0,31.0,24.0,31.0,29.0,14.0,0.0,0.0,22.0,0.0,5.0,0.0,20.0,17.0,32.0,25.0,24.0,0.0
262.0,33.0,77.0,19.0,21.0,19.0,10.0,2.0,0.0,7.0,21.0,0.0,3.0,18.0,17.0,10.0,0.0,22.0,13.0,24.0,56.0,13.0,11.0,12.0,11.0,12.0,9.0,7.0,14.0,11.0,6.0,13.0,10.0,7.0,32.0,13.0,11.0,9.0,5.0,11.0,7.0,10.0,19.0,8.0,1.0,10.0,10.0,5.0,22.0,0.0,5.0,2.0,6.0,4.0,13.0,0.0,16.0,4.0,8.0,14.0,4.0,6.0,0.0,3.0,13.0,5.0,11.0,6.0,13.0,8.0,5.0,4.0,8.0,6.0,2.0,8.0,0.0,7.0,5.0,7.0,6.0,3.0,8.0,4.0,5.0,9.0,5.0,5.0,10.0,0.0,8.0,1.0,7.0,0.0,3.0,2.0,2.0,10.0,8.0,0.0
144.0,52.0,32.0,6.0,5.0,11.0,14.0,22.0,0.0,14.0,11.0,0.0,29.0,9.0,10.0,15.0,0.0,10.0,7.0,9.0,20.0,10.0,8.0,13.0,14.0,13.0,5.0,8.0,3.0,10.0,9.0,9.0,7.0,15.0,9.0,4.0,5.0,14.0,6.0,7.0,6.0,15.0,10.0,4.0,8.0,3.0,5.0,13.0,3.0,0.0,4.0,5.0,10.0,6.0,6.0,4.0,6.0,3.0,5.0,5.0,6.0,5.0,12.0,7.0,12.0,2.0,1.0,5.0,5.0,3.0,8.0,8.0,10.0,1.0,8.0,2.0,0.0,5.0,3.0,6.0,4.0,3.0,5.0,5.0,4.0,8.0,4.0,6.0,0.0,0.0,3.0,4.0,6.0,5.0,6.0,1.0,1.0,7.0,3.0,13.0
103.0,8.0,19.0,9.0,2.0,7.0,17.0,4.0,0.0,7.0,1.0,1.0,9.0,14.0,6.0,6.0,0.0,5.0,6.0,2.0,2.0,5.0,6.0,8.0,6.0,4.0,7.0,13.0,7.0,4.0,0.0,2.0,3.0,6.0,5.0,1.0,5.0,4.0,1.0,4.0,8.0,8.0,5.0,4.0,5.0,5.0,5.0,8.0,2.0,0.0,3.0,5.0,2.0,3.0,5.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,6.0,2.0,2.0,2.0,6.0,1.0,0.0,4.0,0.0,3.0,5.0,0.0,3.0,2.0,2.0,4.0,6.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,4.0,4.0,5.0,4.0,4.0,0.0
9.0,12.0,27.0,11.0,8.0,4.0,8.0,11.0,0.0,8.0,6.0,0.0,8.0,2.0,14.0,4.0,0.0,2.0,4.0,12.0,7.0,3.0,6.0,1.0,10.0,4.0,16.0,0.0,9.0,6.0,2.0,5.0,6.0,13.0,20.0,1.0,12.0,4.0,1.0,4.0,9.0,4.0,9.0,7.0,8.0,1.0,9.0,9.0,2.0,0.0,8.0,5.0,2.0,4.0,2.0,0.0,2.0,3.0,4.0,4.0,2.0,7.0,0.0,6.0,12.0,14.0,4.0,2.0,0.0,5.0,5.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,4.0,7.0,11.0,6.0,2.0,5.0,2.0,0.0,2.0,2.0,3.0,10.0,0.0,2.0,8.0,3.0,2.0,0.0
73.0,18.0,20.0,1.0,5.0,5.0,8.0,13.0,0.0,2.0,5.0,0.0,23.0,1.0,2.0,4.0,0.0,3.0,2.0,7.0,3.0,1.0,5.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,5.0,3.0,1.0,11.0,10.0,0.0,2.0,5.0,0.0,4.0,0.0,11.0,1.0,2.0,2.0,2.0,4.0,0.0,4.0,0.0,2.0,16.0,3.0,3.0,3.0,4.0,4.0,0.0,1.0,3.0,1.0,3.0,6.0,2.0,7.0,6.0,10.0,6.0,0.0,2.0,5.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,16.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
40.0,13.0,24.0,7.0,18.0,3.0,1.0,10.0,0.0,3.0,7.0,2.0,16.0,3.0,2.0,2.0,0.0,4.0,5.0,0.0,9.0,2.0,0.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,3.0,4.0,1.0,2.0,10.0,2.0,3.0,2.0,5.0,2.0,4.0,5.0,3.0,6.0,6.0,1.0,6.0,4.0,8.0,12.0,4.0,6.0,2.0,1.0,3.0,6.0,6.0,2.0,0.0,3.0,2.0,3.0,11.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
130.0,72.0,80.0,47.0,61.0,36.0,11.0,32.0,0.0,23.0,34.0,4.0,23.0,11.0,22.0,15.0,0.0,28.0,43.0,6.0,20.0,15.0,11.0,6.0,9.0,10.0,4.0,14.0,23.0,9.0,9.0,15.0,10.0,9.0,19.0,17.0,11.0,19.0,31.0,15.0,12.0,7.0,3.0,17.0,13.0,15.0,20.0,7.0,13.0,8.0,11.0,3.0,5.0,12.0,6.0,0.0,2.0,7.0,25.0,17.0,14.0,14.0,0.0,5.0,5.0,2.0,44.0,8.0,9.0,8.0,13.0,23.0,2.0,15.0,14.0,15.0,0.0,20.0,6.0,11.0,11.0,6.0,6.0,6.0,1.0,1.0,5.0,12.0,8.0,0.0,5.0,0.0,3.0,33.0,13.0,6.0,2.0,3.0,7.0,0.0
25.0,11.0,23.0,8.0,5.0,2.0,4.0,23.0,0.0,7.0,8.0,10.0,15.0,5.0,6.0,3.0,2.0,9.0,7.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,13.0,9.0,0.0,2.0,5.0,0.0,3.0,3.0,14.0,2.0,5.0,0.0,2.0,2.0,6.0,9.0,8.0,3.0,15.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,4.0,14.0,2.0,0.0,3.0,1.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,12.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,19.0
123.0,20.0,20.0,27.0,2.0,16.0,26.0,15.0,0.0,17.0,30.0,0.0,19.0,32.0,27.0,21.0,0.0,9.0,7.0,14.0,16.0,18.0,23.0,23.0,22.0,12.0,15.0,17.0,12.0,13.0,18.0,10.0,10.0,8.0,8.0,0.0,10.0,27.0,0.0,13.0,8.0,9.0,17.0,12.0,9.0,15.0,18.0,15.0,0.0,0.0,16.0,3.0,4.0,7.0,13.0,0.0,3.0,6.0,0.0,11.0,4.0,15.0,0.0,11.0,6.0,4.0,1.0,8.0,4.0,8.0,2.0,2.0,4.0,2.0,6.0,13.0,0.0,7.0,1.0,3.0,7.0,6.0,12.0,9.0,7.0,12.0,6.0,3.0,0.0,1.0,3.0,11.0,5.0,0.0,8.0,4.0,14.0,9.0,7.0,0.0
46.0,28.0,23.0,24.0,20.0,46.0,23.0,37.0,0.0,35.0,23.0,7.0,55.0,6.0,26.0,24.0,44.0,22.0,15.0,6.0,17.0,25.0,11.0,3.0,20.0,13.0,8.0,19.0,28.0,14.0,10.0,14.0,22.0,28.0,8.0,3.0,31.0,13.0,2.0,14.0,14.0,18.0,11.0,14.0,12.0,12.0,12.0,11.0,8.0,18.0,9.0,18.0,8.0,14.0,9.0,1.0,7.0,3.0,3.0,8.0,9.0,17.0,0.0,11.0,3.0,8.0,15.0,12.0,15.0,6.0,11.0,1.0,4.0,6.0,12.0,10.0,0.0,13.0,2.0,7.0,2.0,19.0,10.0,4.0,2.0,2.0,8.0,8.0,1.0,0.0,4.0,1.0,11.0,2.0,9.0,15.0,4.0,8.0,7.0,0.0
107.0,100.0,91.0,132.0,67.0,94.0,66.0,76.0,0.0,82.0,59.0,20.0,75.0,77.0,70.0,47.0,1.0,53.0,75.0,13.0,41.0,57.0,32.0,25.0,47.0,53.0,14.0,65.0,44.0,44.0,30.0,46.0,39.0,39.0,23.0,58.0,60.0,50.0,44.0,57.0,36.0,36.0,20.0,52.0,46.0,40.0,55.0,65.0,21.0,47.0,36.0,28.0,18.0,49.0,18.0,3.0,12.0,22.0,28.0,26.0,46.0,27.0,7.0,26.0,4.0,33.0,32.0,38.0,31.0,20.0,36.0,1.0,24.0,16.0,26.0,24.0,32.0,30.0,10.0,17.0,33.0,31.0,21.0,18.0,4.0,5.0,29.0,24.0,18.0,0.0,12.0,2.0,9.0,7.0,29.0,31.0,10.0,19.0,17.0,1.0
122.0,57.0,59.0,40.0,16.0,28.0,17.0,6.0,0.0,23.0,34.0,0.0,9.0,8.0,34.0,25.0,0.0,12.0,11.0,26.0,13.0,20.0,9.0,12.0,16.0,14.0,10.0,13.0,10.0,11.0,14.0,9.0,26.0,7.0,1.0,0.0,12.0,13.0,4.0,7.0,23.0,12.0,23.0,15.0,12.0,13.0,12.0,6.0,10.0,0.0,20.0,2.0,10.0,1.0,17.0,0.0,4.0,6.0,20.0,9.0,5.0,7.0,0.0,8.0,5.0,8.0,0.0,6.0,7.0,17.0,13.0,1.0,9.0,2.0,7.0,7.0,0.0,9.0,5.0,6.0,7.0,8.0,8.0,4.0,12.0,5.0,6.0,6.0,0.0,0.0,5.0,14.0,1.0,0.0,8.0,4.0,12.0,3.0,12.0,0.0
99.0,46.0,31.0,25.0,18.0,20.0,48.0,8.0,0.0,12.0,36.0,0.0,14.0,29.0,29.0,34.0,1.0,9.0,10.0,23.0,28.0,15.0,19.0,23.0,28.0,17.0,22.0,17.0,7.0,15.0,21.0,22.0,12.0,8.0,9.0,6.0,3.0,20.0,6.0,11.0,18.0,2.0,20.0,10.0,10.0,21.0,17.0,12.0,12.0,0.0,14.0,7.0,9.0,6.0,21.0,0.0,4.0,10.0,6.0,11.0,12.0,14.0,1.0,9.0,8.0,5.0,8.0,6.0,12.0,8.0,4.0,0.0,17.0,7.0,8.0,4.0,0.0,9.0,6.0,4.0,7.0,13.0,6.0,10.0,9.0,7.0,7.0,4.0,6.0,0.0,6.0,2.0,9.0,1.0,8.0,2.0,6.0,12.0,10.0,0.0
279.0,32.0,43.0,23.0,10.0,10.0,40.0,7.0,0.0,4.0,15.0,0.0,13.0,26.0,18.0,10.0,0.0,8.0,13.0,21.0,9.0,13.0,16.0,22.0,19.0,10.0,18.0,15.0,9.0,9.0,14.0,7.0,6.0,17.0,11.0,2.0,12.0,12.0,2.0,13.0,10.0,13.0,9.0,17.0,11.0,8.0,7.0,5.0,3.0,0.0,8.0,9.0,7.0,7.0,16.0,2.0,5.0,2.0,4.0,5.0,7.0,11.0,15.0,6.0,13.0,6.0,0.0,3.0,4.0,3.0,14.0,0.0,11.0,2.0,10.0,2.0,0.0,11.0,2.0,8.0,6.0,9.0,5.0,4.0,12.0,8.0,4.0,3.0,0.0,0.0,4.0,0.0,9.0,0.0,4.0,6.0,9.0,4.0,4.0,1.0
886.0,153.0,138.0,230.0,70.0,120.0,229.0,45.0,0.0,167.0,149.0,1.0,43.0,195.0,143.0,153.0,0.0,52.0,110.0,157.0,96.0,144.0,162.0,128.0,129.0,148.0,132.0,107.0,135.0,143.0,112.0,75.0,130.0,33.0,30.0,14.0,81.0,119.0,14.0,100.0,111.0,36.0,108.0,105.0,109.0,81.0,85.0,99.0,26.0,2.0,77.0,34.0,37.0,86.0,102.0,0.0,39.0,16.0,27.0,71.0,71.0,81.0,0.0,96.0,75.0,47.0,16.0,74.0,51.0,90.0,58.0,9.0,93.0,42.0,44.0,62.0,0.0,55.0,46.0,25.0,60.0,65.0,58.0,91.0,73.0,77.0,50.0,42.0,11.0,1.0,57.0,78.0,32.0,4.0,42.0,65.0,67.0,50.0,52.0,3.0
0.0,15.0,6.0,14.0,10.0,7.0,4.0,0.0,0.0,7.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,8.0,0.0,3.0,2.0,2.0,2.0,12.0,6.0,1.0,1.0,5.0,2.0,3.0,0.0,2.0,6.0,1.0,6.0,1.0,3.0,7.0,0.0,3.0,1.0,2.0,5.0,2.0,0.0,5.0,7.0,5.0,4.0,3.0,0.0,4.0,3.0,2.0,5.0,0.0,0.0,0.0,5.0,4.0,3.0,3.0,2.0,1.0,8.0,0.0,0.0,2.0,6.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,8.0,5.0,0.0,3.0,1.0,7.0,0.0,5.0,3.0,0.0,3.0,3.0,0.0
59.0,22.0,108.0,38.0,29.0,19.0,12.0,31.0,0.0,16.0,32.0,1.0,38.0,11.0,20.0,9.0,0.0,9.0,26.0,2.0,25.0,6.0,4.0,5.0,9.0,8.0,2.0,7.0,16.0,12.0,13.0,15.0,13.0,21.0,45.0,13.0,11.0,19.0,15.0,12.0,9.0,27.0,3.0,15.0,8.0,15.0,14.0,15.0,30.0,15.0,13.0,11.0,6.0,8.0,4.0,0.0,13.0,10.0,6.0,8.0,16.0,10.0,0.0,9.0,3.0,5.0,0.0,6.0,9.0,6.0,17.0,1.0,1.0,6.0,11.0,7.0,0.0,5.0,5.0,7.0,9.0,3.0,5.0,1.0,0.0,1.0,3.0,7.0,46.0,0.0,11.0,1.0,5.0,1.0,9.0,5.0,2.0,3.0,9.0,0.0
19.0,31.0,33.0,21.0,12.0,41.0,11.0,33.0,0.0,13.0,18.0,5.0,16.0,17.0,12.0,7.0,1.0,22.0,29.0,0.0,11.0,12.0,12.0,1.0,13.0,12.0,1.0,13.0,13.0,8.0,2.0,10.0,9.0,10.0,2.0,2.0,6.0,9.0,3.0,19.0,8.0,14.0,3.0,13.0,17.0,7.0,14.0,16.0,11.0,13.0,4.0,5.0,9.0,8.0,5.0,0.0,7.0,8.0,9.0,8.0,6.0,12.0,0.0,1.0,1.0,5.0,0.0,6.0,8.0,4.0,5.0,1.0,5.0,1.0,5.0,12.0,0.0,12.0,4.0,4.0,4.0,5.0,5.0,2.0,0.0,1.0,7.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,3.0,0.0,5.0,0.0
13.0,38.0,73.0,16.0,56.0,15.0,14.0,19.0,0.0,10.0,21.0,5.0,28.0,11.0,3.0,3.0,1.0,29.0,14.0,1.0,10.0,5.0,2.0,0.0,3.0,4.0,4.0,5.0,4.0,7.0,3.0,8.0,7.0,9.0,56.0,35.0,6.0,4.0,8.0,5.0,4.0,16.0,6.0,8.0,5.0,3.0,10.0,8.0,9.0,14.0,2.0,7.0,8.0,7.0,6.0,0.0,8.0,2.0,8.0,4.0,12.0,3.0,45.0,0.0,0.0,10.0,0.0,3.0,2.0,2.0,4.0,2.0,2.0,10.0,3.0,4.0,0.0,3.0,1.0,17.0,3.0,6.0,4.0,1.0,1.0,3.0,7.0,3.0,17.0,3.0,3.0,0.0,2.0,0.0,1.0,7.0,0.0,4.0,3.0,103.0
109.0,107.0,71.0,49.0,23.0,40.0,30.0,17.0,0.0,31.0,65.0,1.0,47.0,20.0,26.0,47.0,0.0,36.0,27.0,19.0,22.0,21.0,28.0,12.0,26.0,16.0,13.0,15.0,20.0,36.0,23.0,15.0,10.0,18.0,22.0,11.0,20.0,27.0,7.0,22.0,17.0,8.0,36.0,22.0,19.0,24.0,26.0,14.0,13.0,0.0,23.0,6.0,25.0,11.0,30.0,0.0,7.0,8.0,33.0,17.0,12.0,12.0,6.0,10.0,17.0,5.0,2.0,16.0,12.0,13.0,11.0,0.0,12.0,7.0,12.0,4.0,0.0,9.0,9.0,14.0,8.0,11.0,20.0,4.0,9.0,18.0,10.0,4.0,1.0,0.0,14.0,15.0,6.0,2.0,13.0,11.0,18.0,10.0,18.0,0.0
0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.0,48.0,32.0,5.0,8.0,10.0,20.0,7.0,1.0,15.0,16.0,3.0,17.0,8.0,12.0,10.0,0.0,11.0,12.0,6.0,11.0,3.0,14.0,13.0,10.0,6.0,5.0,6.0,4.0,8.0,3.0,4.0,1.0,8.0,18.0,3.0,5.0,5.0,4.0,3.0,3.0,6.0,6.0,7.0,5.0,6.0,3.0,9.0,14.0,2.0,5.0,5.0,2.0,5.0,8.0,3.0,1.0,0.0,14.0,7.0,4.0,3.0,3.0,0.0,4.0,3.0,0.0,9.0,2.0,4.0,2.0,14.0,8.0,2.0,1.0,3.0,0.0,3.0,2.0,7.0,1.0,6.0,4.0,5.0,5.0,4.0,2.0,3.0,1.0,4.0,4.0,6.0,0.0,23.0,5.0,2.0,3.0,2.0,6.0,0.0
46.0,23.0,48.0,25.0,11.0,15.0,11.0,18.0,0.0,12.0,16.0,0.0,29.0,12.0,11.0,13.0,0.0,4.0,22.0,2.0,9.0,9.0,5.0,1.0,12.0,13.0,2.0,6.0,4.0,10.0,7.0,12.0,2.0,14.0,13.0,9.0,7.0,8.0,2.0,13.0,7.0,6.0,2.0,10.0,8.0,8.0,11.0,11.0,10.0,14.0,6.0,11.0,7.0,4.0,4.0,12.0,9.0,7.0,6.0,8.0,9.0,8.0,13.0,2.0,3.0,7.0,11.0,6.0,7.0,6.0,8.0,1.0,2.0,3.0,6.0,2.0,1.0,4.0,2.0,2.0,6.0,1.0,4.0,2.0,2.0,0.0,4.0,3.0,1.0,0.0,5.0,0.0,1.0,0.0,8.0,3.0,0.0,2.0,5.0,0.0
248.0,4.0,20.0,34.0,0.0,20.0,34.0,5.0,0.0,27.0,21.0,0.0,6.0,23.0,28.0,33.0,0.0,8.0,16.0,20.0,21.0,21.0,24.0,23.0,27.0,18.0,21.0,12.0,16.0,15.0,21.0,19.0,10.0,3.0,4.0,3.0,17.0,13.0,1.0,19.0,9.0,4.0,6.0,9.0,9.0,12.0,23.0,17.0,3.0,0.0,19.0,6.0,4.0,12.0,17.0,0.0,6.0,1.0,2.0,11.0,16.0,8.0,0.0,14.0,8.0,3.0,5.0,11.0,5.0,9.0,5.0,22.0,16.0,0.0,4.0,12.0,0.0,9.0,5.0,3.0,9.0,16.0,9.0,9.0,15.0,11.0,11.0,4.0,0.0,0.0,5.0,7.0,6.0,10.0,11.0,4.0,13.0,7.0,6.0,0.0
9.0,6.0,9.0,2.0,1.0,8.0,12.0,2.0,0.0,1.0,1.0,0.0,12.0,2.0,11.0,4.0,0.0,0.0,9.0,4.0,2.0,2.0,13.0,0.0,5.0,3.0,13.0,1.0,9.0,1.0,4.0,3.0,0.0,16.0,1.0,0.0,2.0,4.0,0.0,8.0,0.0,10.0,1.0,1.0,0.0,0.0,15.0,5.0,1.0,0.0,3.0,9.0,1.0,4.0,1.0,5.0,0.0,2.0,1.0,2.0,2.0,7.0,1.0,5.0,15.0,6.0,1.0,5.0,3.0,1.0,4.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,5.0,0.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,4.0,0.0,0.0,5.0,1.0,3.0,0.0,3.0,2.0,0.0,4.0,3.0,0.0
137.0,70.0,76.0,9.0,25.0,37.0,11.0,21.0,0.0,6.0,13.0,0.0,26.0,18.0,16.0,8.0,0.0,41.0,7.0,12.0,22.0,7.0,5.0,8.0,9.0,2.0,14.0,7.0,4.0,8.0,7.0,5.0,6.0,17.0,28.0,7.0,4.0,17.0,11.0,7.0,5.0,11.0,12.0,6.0,4.0,8.0,8.0,9.0,16.0,4.0,12.0,11.0,7.0,5.0,11.0,7.0,2.0,3.0,4.0,7.0,6.0,3.0,10.0,5.0,6.0,22.0,0.0,6.0,3.0,2.0,8.0,1.0,6.0,7.0,5.0,6.0,0.0,7.0,2.0,11.0,3.0,7.0,4.0,4.0,2.0,2.0,9.0,3.0,19.0,38.0,1.0,0.0,13.0,0.0,4.0,4.0,5.0,6.0,2.0,0.0
77.0,45.0,66.0,59.0,54.0,34.0,55.0,43.0,0.0,33.0,36.0,7.0,43.0,17.0,27.0,19.0,2.0,8.0,26.0,13.0,16.0,39.0,17.0,10.0,25.0,21.0,21.0,13.0,17.0,25.0,14.0,19.0,16.0,23.0,17.0,8.0,23.0,15.0,19.0,31.0,17.0,17.0,15.0,27.0,11.0,19.0,13.0,26.0,23.0,21.0,9.0,42.0,9.0,17.0,13.0,29.0,5.0,11.0,27.0,30.0,14.0,16.0,17.0,23.0,6.0,18.0,23.0,13.0,20.0,11.0,14.0,5.0,3.0,10.0,17.0,8.0,0.0,10.0,11.0,19.0,16.0,8.0,12.0,11.0,4.0,6.0,10.0,22.0,3.0,2.0,8.0,5.0,16.0,1.0,20.0,20.0,4.0,11.0,7.0,0.0
10.0,4.0,15.0,1.0,2.0,8.0,8.0,13.0,0.0,3.0,2.0,1.0,4.0,0.0,4.0,4.0,0.0,2.0,3.0,0.0,3.0,3.0,4.0,0.0,0.0,5.0,3.0,0.0,5.0,1.0,1.0,2.0,0.0,16.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,1.0,0.0,1.0,5.0,1.0,0.0,7.0,9.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,5.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
112.0,10.0,19.0,1.0,4.0,7.0,6.0,1.0,0.0,7.0,12.0,0.0,4.0,0.0,9.0,11.0,0.0,1.0,6.0,11.0,3.0,5.0,3.0,3.0,10.0,4.0,4.0,0.0,4.0,4.0,3.0,9.0,3.0,0.0,6.0,0.0,8.0,4.0,0.0,3.0,3.0,0.0,4.0,4.0,2.0,5.0,8.0,1.0,5.0,0.0,9.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,6.0,10.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,3.0,0.0,8.0,4.0,3.0,1.0,1.0,5.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,1.0,3.0,1.0,5.0,0.0
