ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_66	Bacteria	Proteobacteria	Gammaproteobacteria	Multi-affiliation	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_994	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus] gauvreauii group	unknown species
ASV_1160	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Multi-affiliation
ASV_161	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Multi-affiliation
ASV_737	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	unknown species
ASV_535	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] hallii group	Multi-affiliation
ASV_505	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Multi-affiliation	Multi-affiliation
ASV_25	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	unknown species
ASV_634	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Multi-affiliation
ASV_118	Bacteria	Firmicutes	Clostridia	Clostridiales	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_188	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Multi-affiliation
ASV_692	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Multi-affiliation
ASV_469	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Multi-affiliation	Multi-affiliation
ASV_1140	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus cellicola
ASV_1151	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Paenalcaligenes	Multi-affiliation
ASV_390	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Helcococcus	Multi-affiliation
ASV_300	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SN8	Xanthomonas massiliensis
ASV_325	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Multi-affiliation
ASV_127	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	unknown species
ASV_284	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_16	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	Multi-affiliation
ASV_83	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus paracuniculus
ASV_151	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Multi-affiliation
ASV_975	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	bacterium WCE2013
ASV_639	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_386	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Multi-affiliation
ASV_848	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	unknown species
ASV_407	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Parasutterella	unknown species
ASV_738	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_48	Bacteria	Multi-affiliation	Multi-affiliation	Multi-affiliation	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_378	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	Multi-affiliation
ASV_932	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_428	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown genus	unknown species
ASV_787	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon	Multi-affiliation
ASV_514	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus] gauvreauii group	unknown species
ASV_655	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	Multi-affiliation
ASV_967	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_414	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	unknown species
ASV_28	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	Multi-affiliation
ASV_1107	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	Multi-affiliation
ASV_33	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Multi-affiliation	Multi-affiliation
ASV_205	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Mogibacterium	unknown species
ASV_816	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_1005	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	unknown species
ASV_834	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_107	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella bovis
ASV_948	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum	unknown species
ASV_924	Bacteria	Firmicutes	Clostridia	Clostridiales	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_678	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerosporobacter	unknown species
ASV_405	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	Bibersteinia trehalosi
ASV_144	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_1002	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_861	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	unknown species
ASV_664	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	unknown species
ASV_121	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_396	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Multi-affiliation	Multi-affiliation
ASV_858	Bacteria	Multi-affiliation	Multi-affiliation	Multi-affiliation	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_579	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	unknown species
ASV_120	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Multi-affiliation
ASV_977	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Multi-affiliation
ASV_732	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	unknown species
ASV_795	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Multi-affiliation
ASV_417	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Saccharofermentans	Multi-affiliation
ASV_689	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp.
ASV_470	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	Multi-affiliation
ASV_387	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_529	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] hallii group	unknown species
ASV_503	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_252	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_263	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Multi-affiliation
ASV_554	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	unknown species
ASV_704	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group	unknown species
ASV_701	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc pseudomesenteroides
ASV_919	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	W5053	Neofamilia massiliensis
ASV_341	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	Multi-affiliation
ASV_375	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	unknown species
ASV_142	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	unknown genus	unknown species
ASV_679	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-009	unknown species
ASV_1054	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_1138	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-004	unknown species
ASV_1015	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] oxidoreducens group	unknown species
ASV_103	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Gemmobacter	Multi-affiliation
ASV_691	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium ruminantium
ASV_398	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Beutenbergiaceae	unknown genus	Serinibacter sp.
ASV_917	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_344	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_950	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Multi-affiliation
ASV_718	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_343	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-009	unknown species
ASV_755	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Multi-affiliation
ASV_1178	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown genus	unknown species
ASV_438	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aquamicrobium	Multi-affiliation
ASV_913	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio 2	Multi-affiliation
ASV_189	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	metagenome
ASV_1172	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group	unknown species
ASV_567	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	Multi-affiliation
ASV_248	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus saccharolyticus
ASV_182	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_255	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	Multi-affiliation
ASV_1177	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Multi-affiliation	Multi-affiliation
ASV_1031	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Multi-affiliation
ASV_1055	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc pseudomesenteroides
ASV_970	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_1072	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	Multi-affiliation
ASV_109	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	Multi-affiliation
ASV_1027	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_702	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Comamonas	Multi-affiliation
ASV_520	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown genus	unknown species
ASV_1173	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	unknown species
ASV_389	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SN8	Multi-affiliation
ASV_88	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_885	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_99	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_944	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Comamonas	unknown species
ASV_1193	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	unknown species
ASV_561	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Comamonas	Multi-affiliation
ASV_138	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Multi-affiliation
ASV_351	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Multi-affiliation	Multi-affiliation
ASV_1044	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Multi-affiliation
ASV_283	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Multi-affiliation
ASV_297	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_340	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	unknown species
ASV_432	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frigoribacterium	Multi-affiliation
ASV_991	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Multi-affiliation	Multi-affiliation
ASV_98	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Multi-affiliation
ASV_172	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum	unknown species
ASV_1130	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Methyloversatilis	Multi-affiliation
ASV_857	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown genus	unknown species
ASV_1153	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_327	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Multi-affiliation
ASV_257	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Multi-affiliation
ASV_26	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	unknown species
ASV_781	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus] gauvreauii group	unknown species
ASV_1090	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sp.
ASV_1070	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Anaerococcus	Multi-affiliation
ASV_1006	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_880	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Multi-affiliation
ASV_445	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] hallii group	unknown species
ASV_761	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Multi-affiliation
ASV_747	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frondihabitans	Multi-affiliation
ASV_934	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Multi-affiliation
ASV_365	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Multi-affiliation
ASV_546	Bacteria	Multi-affiliation	Multi-affiliation	Multi-affiliation	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_766	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	unknown species
ASV_604	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora rectivirgula
ASV_1008	Bacteria	Firmicutes	Clostridia	Clostridiales	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_477	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Multi-affiliation
ASV_1080	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	unknown genus	unknown species
ASV_301	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Multi-affiliation
ASV_677	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_725	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Multi-affiliation	Multi-affiliation
ASV_46	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Multi-affiliation
ASV_971	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	unknown species
ASV_694	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown genus	unknown species
ASV_204	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Comamonas	unknown species
ASV_872	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	unknown species
ASV_492	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_921	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	unknown species
ASV_314	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Proteiniclasticum	unknown species
ASV_239	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	unknown species
ASV_342	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-002	unknown species
ASV_846	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Multi-affiliation
ASV_1082	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerosporobacter	unknown species
ASV_629	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group	unknown species
ASV_854	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerosporobacter	unknown species
ASV_69	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Multi-affiliation
ASV_904	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_304	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	unknown species
ASV_1077	Bacteria	Firmicutes	Clostridia	Clostridiales	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_291	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum	unknown species
ASV_933	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] cellulosolvens group	[Eubacterium] cellulosolvens 6
ASV_321	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	unknown species
ASV_450	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaerovibrio	unknown species
ASV_926	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Multi-affiliation
ASV_946	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown genus	unknown species
ASV_733	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_1041	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	unknown genus	unknown species
ASV_541	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_589	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_322	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium choerinum
ASV_332	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Multi-affiliation	Multi-affiliation
ASV_855	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	unknown species
ASV_154	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_471	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_408	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Alysiella	Multi-affiliation
ASV_983	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Multi-affiliation
ASV_574	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Multi-affiliation
ASV_425	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Multi-affiliation
ASV_472	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	unknown species
ASV_578	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_668	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	unknown species
ASV_43	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_690	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_13	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella bovoculi
ASV_256	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Multi-affiliation
ASV_587	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	unknown species
ASV_241	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Multi-affiliation
ASV_410	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	Multi-affiliation
ASV_1119	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus barengoltzii
ASV_64	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerosphaera	Multi-affiliation
ASV_1014	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	bacterium XBB2002
ASV_908	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_168	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	unknown genus	unknown species
ASV_751	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Multi-affiliation
ASV_922	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Multi-affiliation
ASV_111	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Multi-affiliation
ASV_213	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Multi-affiliation	Multi-affiliation
ASV_251	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum	unknown species
ASV_363	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	unknown species
ASV_1074	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Multi-affiliation
ASV_951	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Multi-affiliation
ASV_1161	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus paracuniculus
ASV_79	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	Multi-affiliation
ASV_443	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	unknown species
ASV_374	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	Multi-affiliation
ASV_616	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Bavariicoccus	Bavariicoccus seileri
ASV_310	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	unknown genus	unknown species
ASV_1174	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	unknown species
ASV_642	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_844	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Rhynchophorus ferrugineus (red palm weevil)
ASV_669	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	Multi-affiliation
ASV_961	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	Facklamia sourekii
ASV_418	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown genus	unknown species
